timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-12 08:09:13,1992,0,428,7580,403,8285,2,5,256.0,256.0,256.0,256.0,434,16517,2439,2435
2024-07-12 08:09:14,1992,0,433,7575,404,8300,2,5,256.0,256.0,256.0,256.0,435,16547,2444,2440
2024-07-12 08:09:15,1992,0,438,7570,404,8315,2,5,256.0,256.0,256.0,256.0,435,16577,2449,2445
2024-07-12 08:09:16,1992,0,443,7565,405,8330,2,5,256.0,256.0,256.0,256.0,436,16607,2454,2450
2024-07-12 08:09:17,1992,0,448,7560,406,8345,2,5,256.0,256.0,256.0,256.0,437,16637,2459,2455
2024-07-12 08:09:18,1992,0,453,7555,406,8360,2,5,256.0,256.0,256.0,256.0,437,16667,2464,2460
2024-07-12 08:09:19,1992,0,458,7550,407,8376,2,5,256.0,256.0,256.0,256.0,438,16697,2469,2465
2024-07-12 08:09:20,1992,0,463,7545,407,8391,2,5,256.0,256.0,256.0,256.0,438,16727,2474,2470
2024-07-12 08:09:21,1992,0,468,7540,408,8406,2,5,256.0,256.0,256.0,256.0,439,16757,2479,2475
2024-07-12 08:09:22,1992,0,473,7535,409,8421,2,5,256.0,256.0,256.0,256.0,440,16787,2484,2480
